Country,Industries,TID,TFD,FID,FFD,HID,HFD,Gross_output,Tol_export
DZA,Private Households,12715.877792333966,212637.56305234064,6550.946406333965,2173.8462593406603,6164.931386000001,210463.71679299997,225353.4408446746,8724.792665674624
DZA,Others,271323.65935718163,249876.29583419446,3337.4626171816585,300.11011919446,267986.19674,249576.185715,521199.9551913761,3637.5727363761184
DZA,Re-export & Re-import,17034.417173512255,1524.54916573438,17031.145929392253,1520.1770177343801,3.2712441200019384,4.372147999999925,18558.966339246635,18551.32294712663
AND,Agriculture,94158.375028454,10734.389179470003,9383.438126453999,1578.9185564699999,84774.936902,9155.470623000003,104892.764207924,10962.356682923999
AND,Fishing,11046.219489081002,1110.89490478,3349.0157700809996,558.28636478,7697.203719000003,552.60854,12157.114393861002,3907.3021348609996
AND,Mining and Quarrying,73934.024817353,2083.0793808999997,4301.037235353,607.2239489,69632.987582,1475.8554319999998,76017.104198253,4908.2611842530005
AND,Food & Beverages,97546.02148781103,97663.72192064999,36369.884933811,14257.83844665,61176.136554000026,83405.88347399999,195209.743408461,50627.723380461
AND,Textiles and Wearing Apparel,34907.663745845,23400.052277589995,16851.191210844998,11800.230777589997,18056.472535,11599.821499999998,58307.716023434994,28651.421988434995
AND,Wood and Paper,118458.62531491698,22466.560164820003,26635.286128917,17475.65539382,91823.33918599998,4990.904771000001,140925.18547973697,44110.941522737005
AND,"Petroleum, Chemical and Non-Metallic Mineral Products",292469.179439202,38027.23109393,42908.60792420199,9504.173903930001,249560.57151500002,28523.05719,330496.41053313203,52412.78182813199
AND,Metal Products,150551.935665854,7576.9490607200005,27843.654898854,4393.54704072,122708.28076699999,3183.4020200000004,158128.884726574,32237.201939574003
AND,Electrical and Machinery,265442.558614772,173155.9872602,107303.047991772,67985.6762602,158139.51062299998,105170.311,438598.545874972,175288.724251972
AND,Transport Equipment,111527.441189828,73352.2819698,53968.076500827985,13412.9436698,57559.36468900001,59939.338299999996,184879.723159628,67381.02017062799
AND,Other Manufacturing,38581.208227126,20274.160132650002,14038.818848126,6471.27623265,24542.389379,13802.883900000003,58855.368359776,20510.095080776002
AND,Recycling,15557.606872376,7916.21567657,12053.856097376,2489.43083257,3503.7507750000004,5426.784844,23473.822548946002,14543.286929946
AND,"Electricity, Gas and Water",86515.369947133,30622.1637867,3753.330541133,593.1444967,82762.039406,30029.01929,117137.533733833,4346.475037833
AND,Construction,124742.08655882,240794.61616570002,29569.831878819998,8371.596628399999,95172.25468,232423.01953730002,365536.70272452,37941.42850722
AND,Maintenance and Repair,24757.747598449998,12213.21366074,21788.744367450003,6781.34681074,2969.003230999995,5431.86685,36970.96125919,28570.091178190003
AND,Wholesale Trade,243538.89120028002,142493.09542159998,32773.89658228,8131.546921600001,210764.99461800003,134361.54849999998,386031.98662188,40905.44350388
AND,Retail Trade,77760.39126719999,222993.04089280005,37164.0459452,9510.8762091,40596.34532199999,213482.16468370004,300753.43216,46674.9221543
AND,Hotels and Restraurants,78071.15827033001,153212.12405090002,32316.10589233,10605.939914999999,45755.05237800001,142606.18413590002,231283.28232123004,42922.045807329996
AND,Transport,226733.03385139996,53627.618301699986,42110.747379399996,12166.1475617,184622.28647199995,41461.47073999999,280360.65215309995,54276.89494109999
AND,Post and Telecommunications,170933.18350916004,70233.14996110002,31948.06913916,8442.8165411,138985.11437000002,61790.33342000002,241166.33347026006,40390.885680260006
AND,Finacial Intermediation and Business Activities,1188631.3134284678,421064.10508083017,8515.698934468,569.87608083,1180115.6144939999,420494.22900000017,1609695.418509298,9085.575015298
AND,Public Administration,42530.32496058,428463.86274125,37196.58243958,7703.3138503499995,5333.742521,420760.54889090004,470994.18770183,44899.89628993
AND,"Education, Health and Other Services",141435.90395777,491267.0945271899,41209.332625769996,8759.74477719,100226.571332,482507.34974999994,632702.99848496,49969.07740296
AND,Private Households,19096.653757931,9483.71005776,18933.965131931,5923.188575859999,162.6886259999992,3560.5214819000003,28580.363815691,24857.153707791
AND,Others,18885.787998645,3510.2149144899995,3704.703343645,570.9972454900001,15181.084654999999,2939.2176689999997,22396.002913135,4275.700589135
AND,Re-export & Re-import,18080.578315941,5574.15088816,18075.500879341,5573.81615626,5.077436599996872,0.3347319000004063,23654.729204101,23649.317035601
AGO,Agriculture,6502475.967888772,5849349.360869256,92211.75296877029,10302.949869256401,6410264.214920001,5839046.410999999,12351825.328758027,102514.70283802669
AGO,Fishing,1269522.139193871,440910.52290908457,25126.090193871045,1625.5877090845001,1244396.049,439284.93520000007,1710432.6621029556,26751.677902955544
AGO,Mining and Quarrying,25515247.778964452,280638.5691177884,25175259.303134456,161480.1356377884,339988.47582999617,119158.43348,25795886.34808224,25336739.438772246
AGO,Food & Beverages,1433234.559158042,1720767.3752569263,29759.819008042123,11956.5264329266,1403474.74015,1708810.8488239998,3154001.9344149684,41716.345440968726
AGO,Textiles and Wearing Apparel,310825.66225384036,303329.67281003494,9156.126253840319,484.98821003502,301669.536,302844.6845999999,614155.3350638753,9641.11446387534
AGO,Wood and Paper,1538053.936206501,190702.78353526085,13196.260636501018,1119.43583526086,1524857.67557,189583.34769999998,1728756.719741762,14315.696471761878
AGO,"Petroleum, Chemical and Non-Metallic Mineral Products",3598054.9400118534,1003162.1988971144,87772.32370185328,72486.53579711441,3510282.61631,930675.6631,4601217.138908967,160258.8594989677
AGO,Metal Products,1559811.4807008244,185371.36380664542,18592.9535608243,2898.97180664542,1541218.5271400001,182472.392,1745182.8445074698,21491.925367469717
AGO,Electrical and Machinery,2353950.0658463286,2873975.1951933294,25250.570976328574,8930.9751933288,2328699.49487,2865044.2200000007,5227925.2610396575,34181.54616965738
AGO,Transport Equipment,930720.3169778187,1550498.9622975993,66925.73865781866,2990.23229759916,863794.5783200001,1547508.7300000002,2481219.2792754183,69915.97095541781
AGO,Other Manufacturing,484339.8933330829,347326.9913799165,11274.653123082866,1350.6353799164601,473065.24021,345976.356,831666.8847129995,12625.288502999327
AGO,Recycling,74489.6290303235,167310.14552142142,38837.4133233235,3498.1029214214004,35652.215707,163812.04260000002,241799.77455174492,42335.5162447449
AGO,"Electricity, Gas and Water",5839443.943507576,4570706.2748832125,13895.429947577682,682.55464321246,5825548.513559999,4570023.72024,10410150.218390789,14577.984590790142
AGO,Construction,4690939.566207852,15516843.941480665,593539.6793678531,288673.4652406654,4097399.886839999,15228170.47624,20207783.507688515,882213.1446085186
AGO,Maintenance and Repair,227824.2660616743,371790.98741292144,43240.597541674346,7593.4094129214,184583.66851999995,364197.57800000004,599615.2534745957,50834.006954595745
AGO,Wholesale Trade,6761231.91994806,7867795.13009647,176285.33289805916,7500.9900964684,6584946.587050001,7860294.1400000015,14629027.05004453,183786.32299452755
AGO,Retail Trade,1920917.7938402572,9708093.108219702,76476.43963025736,8475.0533597014,1844441.3542099998,9699618.05486,11629010.90205996,84951.49298995876
AGO,Hotels and Restraurants,1749364.8016485956,8205824.8068722235,206872.03268859547,173750.13376222382,1542492.76896,8032074.67311,9955189.608520819,380622.1664508193
AGO,Transport,3892254.353685903,1295192.9887583107,1141770.6718259025,240349.5167583106,2750483.6818600004,1054843.472,5187447.342444213,1382120.1885842131
AGO,Post and Telecommunications,2895702.046536916,1515326.3478621736,195264.99591691588,43136.22386217341,2700437.05062,1472190.124,4411028.39439909,238401.2197790893
AGO,Finacial Intermediation and Business Activities,13791617.011205439,6883566.846154541,5535.827875439273,249.30615453983998,13786081.18333,6883317.540000001,20675183.85735998,5785.134029979113
AGO,Public Administration,160061.26758110005,10484244.239958933,55928.43085110007,7158.5877689316,104132.83672999998,10477085.652190002,10644305.507540032,63087.01862003167
AGO,"Education, Health and Other Services",1064520.9693874114,7739104.670524613,154669.66315741115,230247.209524613,909851.3062300002,7508857.461,8803625.639912024,384916.87268202414
AGO,Private Households,45203.03145548963,134848.16593845419,39748.07443948963,13423.521816454198,5454.957016,121424.64412199998,180051.19739394382,53171.596255943834
AGO,Others,300878.038244152,153621.32005659532,9153.53771415195,353.08237659531994,291724.50053,153268.23768,454499.3583007473,9506.620090747268
AGO,Re-export & Re-import,46158.496103943675,6359.1801494434,45628.94400894367,6351.123013443401,529.5520950000064,8.057135999999446,52517.67625338708,51980.06702238707
ATG,Agriculture,49325.10516480108,6653.103675874599,9558.651000801088,1399.0325708746002,39766.454163999995,5254.071104999998,55978.20884067568,10957.683571675689
ATG,Fishing,6738.724876781229,599.33297770008,4142.421237781229,400.98427890007997,2596.3036389999997,198.34869880000008,7338.057854481309,4543.405516681309
ATG,Mining and Quarrying,41344.65826204282,1062.89122861956,6189.736252042814,395.09961961956003,35154.92201000001,667.791609,42407.549490662386,6584.835871662374
ATG,Food & Beverages,40855.853692569435,44857.7857779823,18205.896799569433,2966.1512497822996,22649.956893000002,41891.634528200004,85713.63947055175,21172.04804935173
ATG,Textiles and Wearing Apparel,16043.61900796735,5733.10543497382,8732.34460996735,1225.28330397382,7311.274398000001,4507.822131,21776.72444294117,9957.627913941169
ATG,Wood and Paper,49217.40320252721,3339.5907297826807,8473.031208527209,612.5651217826801,40744.371994,2727.025608000001,52556.99393230989,9085.596330309889
ATG,"Petroleum, Chemical and Non-Metallic Mineral Products",110869.9965264423,19062.5035833358,21137.301609442293,2782.2057053358003,89732.694917,16280.297878000001,129932.50010977809,23919.507314778093
ATG,Metal Products,56634.59857687871,2804.7137198779,14272.461156878708,1700.8154398779,42362.13742,1103.89828,59439.31229675661,15973.276596756608
ATG,Electrical and Machinery,89535.06909757805,33770.37727300056,27088.895984578023,3474.7261730005603,62446.173113000026,30295.6511,123305.4463705786,30563.622157578582
ATG,Transport Equipment,47703.35870368558,23513.7795355259,29150.087324685574,6893.1773355259,18553.27137900001,16620.6022,71217.13823921149,36043.26466021148
ATG,Other Manufacturing,16766.764606731085,5623.34386369342,6296.736949731083,502.72264369342,10470.027657000002,5120.62122,22390.108470424504,6799.459593424503
ATG,Recycling,6801.572175011515,2901.7749107075797,5428.198836011515,536.70332970758,1373.3733390000007,2365.0715809999997,9703.347085719095,5964.902165719095
ATG,"Electricity, Gas and Water",55968.61648003403,20669.21204284945,10911.716988034026,526.96527624944,45056.899492,20142.24676660001,76637.82852288347,11438.682264283467
ATG,Construction,80451.57756823197,116358.00751120591,45727.16522223198,7269.8892618059,34724.41234599998,109088.11824940001,196809.58507943788,52997.054484037886
ATG,Maintenance and Repair,15613.423855664581,4883.9024301632,14677.37554366458,3087.6623741632,936.0483120000008,1796.2400559999996,20497.32628582778,17765.03791782778
ATG,Wholesale Trade,111580.18304990462,63113.0207314059,37583.60409590462,4721.3969314058995,73996.578954,58391.6238,174693.20378131053,42305.00102731052
ATG,Retail Trade,43006.36654467517,109057.771278491,31700.348490675173,4944.3826896909995,11306.018053999996,104113.3885888,152064.13782316615,36644.73118036617
ATG,Hotels and Restraurants,46781.023650296396,66300.8284905728,30876.248964296396,7499.0222644728,15904.774686,58801.80622610001,113081.8521408692,38375.2712287692
ATG,Transport,123362.89814159396,25548.743232595098,32785.58129259395,5442.9042625951,90577.31684900001,20105.838969999997,148911.64137418906,38228.48555518905
ATG,Post and Telecommunications,93846.84434597752,28920.922073846305,25637.321834977538,4039.3987838463,68209.52251099997,24881.523290000005,122767.76641982382,29676.720618823838
ATG,Finacial Intermediation and Business Activities,377579.89897507976,210698.01350749334,24247.67610207974,705.8259074933801,353332.222873,209992.18759999995,588277.9124825731,24953.50200957312
ATG,Public Administration,35435.68981230185,155883.74618347752,34027.075705301846,3939.84671887752,1408.6141070000012,151943.8994646,191319.43599577935,37966.92242417936
ATG,"Education, Health and Other Services",61730.653874325275,215650.46098464564,35342.78622132528,6322.8708206456195,26387.867652999994,209327.59016400002,277381.1148589709,41665.6570419709
ATG,Private Households,11463.388586276655,4073.8147487074,11388.248472476655,2613.0214916074,75.14011380000011,1460.7932571000001,15537.203334984055,14001.269964084055
ATG,Others,9513.947189607516,2380.9750940464,4840.844928607516,418.0099592464,4673.102261,1962.9651348,11894.922283653916,5258.854887853916
ATG,Re-export & Re-import,9729.88343488871,2262.9457731743,9725.848167688711,2262.5841359743,4.035267199998998,0.361637200000132,11992.82920806301,11988.432303663012
ARG,Agriculture,52912595.201356195,11608228.538112694,7385228.524392585,1772641.937712695,45527366.67696361,9835586.600399999,64520823.73946889,9157870.46210528
ARG,Fishing,549679.211190945,201293.059868913,37667.62407964517,12571.240758913002,512011.58711129986,188721.81910999998,750972.271059858,50238.86483855817
ARG,Mining and Quarrying,31638620.761907972,1472496.843664499,9333151.761937074,190935.420664499,22305468.999970898,1281561.423,33111117.60557247,9524087.182601573
ARG,Food & Beverages,18461950.15039924,58986296.35237715,5799298.829944444,5977522.793277148,12662651.320454799,53008773.5591,77448246.50277638,11776821.623221591
ARG,Textiles and Wearing Apparel,8607166.671250971,12360411.934979182,1329188.1897361698,675670.5054091808,7277978.481514801,11684741.42957,20967578.606230155,2004858.6951453504
ARG,Wood and Paper,12066498.541858567,4174551.6951280083,603849.7118640689,242915.32916800783,11462648.829994498,3931636.3659600005,16241050.236986576,846765.0410320767
ARG,"Petroleum, Chemical and Non-Metallic Mineral Products",37948939.37250614,19329308.50234289,6125888.900743743,2839897.963942889,31823050.471762396,16489410.538400002,57278247.87484904,8965786.864686633
ARG,Metal Products,13871181.978167128,2654212.357316239,1940153.0009348262,236405.62847623942,11931028.977232302,2417806.7288399995,16525394.335483367,2176558.6294110655
ARG,Electrical and Machinery,7775925.192668589,9595103.705630876,1243660.679236389,1704820.0488308761,6532264.5134322,7890283.6568,17371028.898299463,2948480.728067265
ARG,Transport Equipment,5408438.570640497,10569582.52607655,1229229.898211397,2894527.3086365485,4179208.6724290997,7675055.217440002,15978021.096717047,4123757.206847945
ARG,Other Manufacturing,1785721.876645096,4694718.441236727,260372.93448154593,185227.4824067284,1525348.9421635503,4509490.958829999,6480440.317881823,445600.41688827437
ARG,Recycling,170217.54846045317,73270.5833281202,84063.25150008318,64152.08358812021,86154.29696036999,9118.49974,243488.13178857337,148215.33508820337
ARG,"Electricity, Gas and Water",15887102.502576923,9834555.76285847,500468.04282952286,72862.8432484684,15386634.4597474,9761692.919610003,25721658.265435394,573330.8860779912
ARG,Construction,7519456.33301323,46116495.077334404,344478.88048973004,100043.99154941745,7174977.4525235,46016451.08578499,53635951.41034763,444522.8720391475
ARG,Maintenance and Repair,403036.8098768514,1530630.6576765382,25502.415296619205,1484.490257038456,377534.3945802322,1529146.1674194997,1933667.4675533897,26986.90555365766
ARG,Wholesale Trade,11856908.525285568,15858784.430366883,367534.93073014985,21961.05392188366,11489373.594555419,15836823.376445,27715692.955652453,389495.9846520335
ARG,Retail Trade,7320107.337383422,46336991.363615416,706390.4967425619,40758.51812242176,6613716.84064086,46296232.845493,53657098.700998835,747149.0148649837
ARG,Hotels and Restraurants,2389569.041381666,24172735.389995683,478374.5207908858,2661829.7824686854,1911194.5205907803,21510905.607527,26562304.431377348,3140204.303259571
ARG,Transport,24096726.086298153,23548474.37888278,2224266.6566575514,1713204.280962788,21872459.429640602,21835270.097919993,47645200.46518093,3937470.9376203394
ARG,Post and Telecommunications,8891774.654142028,9683981.979585374,852198.5307733084,110492.572571375,8039576.12336872,9573489.407014,18575756.6337274,962691.1033446833
ARG,Finacial Intermediation and Business Activities,72974102.45505822,70246123.98694198,5078780.596907823,691058.4889619821,67895321.8581504,69555065.49798,143220226.4420002,5769839.085869806
ARG,Public Administration,1909519.8034024846,52653224.517593734,768963.2652812243,23571.3195057333,1140556.5381212602,52629653.198088,54562744.32099622,792534.5847869576
ARG,"Education, Health and Other Services",12892217.785580365,100171570.57531142,2058609.6700775633,415711.724301418,10833608.1155028,99755858.85101001,113063788.36089179,2474321.394378981
ARG,Private Households,291.93909809813397,30109.55466607059,291.727780675874,1.5447272605912798,0.21131742225998096,30108.00993881,30401.493764168725,293.2725079364653
ARG,Others,83786.42732047095,8641456.189154044,83725.77921786095,443.33671304408006,60.64810260999366,8641012.852441,8725242.616474515,84169.11593090503
ARG,Re-export & Re-import,9684.438562622694,1493.1118409666801,9674.858783129694,1490.72496496668,9.579779493000387,2.3868760000000293,11177.550403589374,11165.583748096375
